ref_area.label;source.label;indicator.label;sex.label;time;obs_value_NEET;obs_status.label;note_indicator.label;note_source.label
Luxembourg;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2020;6.712;;;Repository: ILO-STATISTICS - Micro data processing
Luxembourg;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2020;8.207;;;Repository: ILO-STATISTICS - Micro data processing
Luxembourg;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2020;5.153;;;Repository: ILO-STATISTICS - Micro data processing
Luxembourg;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2019;4.775;;;Repository: ILO-STATISTICS - Micro data processing
Luxembourg;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2019;5.085;;;Repository: ILO-STATISTICS - Micro data processing
Luxembourg;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2019;4.453;;;Repository: ILO-STATISTICS - Micro data processing
Luxembourg;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2018;5.599;;;Repository: ILO-STATISTICS - Micro data processing
Luxembourg;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2018;4.456;;;Repository: ILO-STATISTICS - Micro data processing
Luxembourg;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2018;6.785;;;Repository: ILO-STATISTICS - Micro data processing
Luxembourg;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2017;6.195;;;Repository: ILO-STATISTICS - Micro data processing
Luxembourg;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2017;6.561;;;Repository: ILO-STATISTICS - Micro data processing
Luxembourg;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2017;5.822;;;Repository: ILO-STATISTICS - Micro data processing
Luxembourg;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2016;6.218;;;Repository: ILO-STATISTICS - Micro data processing
Luxembourg;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2016;5.623;;;Repository: ILO-STATISTICS - Micro data processing
Luxembourg;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2016;6.837;;;Repository: ILO-STATISTICS - Micro data processing
Luxembourg;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2015;5.808;;;Repository: ILO-STATISTICS - Micro data processing
Luxembourg;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2015;6.181;;;Repository: ILO-STATISTICS - Micro data processing
Luxembourg;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2015;5.421;;;Repository: ILO-STATISTICS - Micro data processing
Latvia;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2023;5.7;;;Repository: ILO-STATISTICS - Micro data processing
Latvia;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2023;6.808;;;Repository: ILO-STATISTICS - Micro data processing
Latvia;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2023;4.541;;;Repository: ILO-STATISTICS - Micro data processing
Latvia;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2022;7.767;;;Repository: ILO-STATISTICS - Micro data processing
Latvia;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2022;10.445;;;Repository: ILO-STATISTICS - Micro data processing
Latvia;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2022;4.972;;;Repository: ILO-STATISTICS - Micro data processing
Latvia;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2021;8.687;;;Repository: ILO-STATISTICS - Micro data processing
Latvia;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2021;8.477;;;Repository: ILO-STATISTICS - Micro data processing
Latvia;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2021;8.908;;;Repository: ILO-STATISTICS - Micro data processing
Latvia;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2020;8.547;;;Repository: ILO-STATISTICS - Micro data processing
Latvia;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2020;8.552;;;Repository: ILO-STATISTICS - Micro data processing
Latvia;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2020;8.543;;;Repository: ILO-STATISTICS - Micro data processing
Latvia;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2019;9.24;;;Repository: ILO-STATISTICS - Micro data processing
Latvia;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2019;9.838;;;Repository: ILO-STATISTICS - Micro data processing
Latvia;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2019;8.607;;;Repository: ILO-STATISTICS - Micro data processing
Latvia;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2018;7.897;;;Repository: ILO-STATISTICS - Micro data processing
Latvia;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2018;8.665;;;Repository: ILO-STATISTICS - Micro data processing
Latvia;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2018;7.092;;;Repository: ILO-STATISTICS - Micro data processing
Latvia;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2017;11.956;;;Repository: ILO-STATISTICS - Micro data processing
Latvia;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2017;12.041;;;Repository: ILO-STATISTICS - Micro data processing
Latvia;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2017;11.867;;;Repository: ILO-STATISTICS - Micro data processing
Latvia;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2016;11.205;;;Repository: ILO-STATISTICS - Micro data processing
Latvia;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2016;12.629;;;Repository: ILO-STATISTICS - Micro data processing
Latvia;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2016;9.711;;;Repository: ILO-STATISTICS - Micro data processing
Latvia;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2015;10.518;;;Repository: ILO-STATISTICS - Micro data processing
Latvia;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2015;9.366;;;Repository: ILO-STATISTICS - Micro data processing
Latvia;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2015;11.727;;;Repository: ILO-STATISTICS - Micro data processing
Macao, China;LFS - Employment Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2016;4.96;;;Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - minimum age: 16 years old
Macao, China;LFS - Employment Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2016;5.56;;;Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - minimum age: 16 years old
Macao, China;LFS - Employment Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2016;4.32;;;Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - minimum age: 16 years old
Macao, China;LFS - Employment Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2015;5.31;;;Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - minimum age: 16 years old
Macao, China;LFS - Employment Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2015;5.25;;;Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - minimum age: 16 years old
Macao, China;LFS - Employment Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2015;5.36;;;Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - minimum age: 16 years old
Republic of Moldova;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2023;13.308;;;Repository: ILO-STATISTICS - Micro data processing
Republic of Moldova;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2023;14.556;;;Repository: ILO-STATISTICS - Micro data processing
Republic of Moldova;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2023;12.092;;;Repository: ILO-STATISTICS - Micro data processing
Republic of Moldova;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2022;14.963;;;Repository: ILO-STATISTICS - Micro data processing
Republic of Moldova;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2022;15.155;;;Repository: ILO-STATISTICS - Micro data processing
Republic of Moldova;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2022;14.772;;;Repository: ILO-STATISTICS - Micro data processing
Republic of Moldova;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2021;13.55;;;Repository: ILO-STATISTICS - Micro data processing
Republic of Moldova;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2021;13.8;;;Repository: ILO-STATISTICS - Micro data processing
Republic of Moldova;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2021;13.288;;;Repository: ILO-STATISTICS - Micro data processing
